Player,Season,TPM,TPA,TPP
Jason Richardson,2007,110,301,0.3654485049833887
Jason Terry,2007,162,370,0.43783783783783786
Jason Williams,2007,100,295,0.3389830508474576
Jeff Foster,2007,0,1,0
Jeff McInnis,2007,1,8,0.125
Jeremy Richardson,2007,2,3,0.6666666666666666
Jermaine O'Neal,2007,0,7,0
Jerome James,2007,0,0,NA
Jerry Stackhouse,2007,62,162,0.38271604938271603
Joe Johnson,2007,119,312,0.3814102564102564
Joe Smith,2007,0,5,0
Joel Przybilla,2007,0,0,NA
Joey Graham,2007,9,31,0.2903225806451613
Johan Petro,2007,0,0,NA
John Lucas III,2007,15,59,0.2542372881355932
John Salmons,2007,40,112,0.35714285714285715
Jordan Farmar,2007,45,137,0.3284671532846715
Jorge Garbajosa,2007,66,193,0.34196891191709844
Jose Calderon,2007,25,75,0.3333333333333333
Josh Boone,2007,0,0,NA
Josh Childress,2007,26,77,0.33766233766233766
Josh Howard,2007,92,239,0.38493723849372385
Josh Powell,2007,0,0,NA
Josh Smith,2007,38,152,0.25
Juan Dixon,2007,79,226,0.3495575221238938
Julius Hodge,2007,0,0,NA
Jumaine Jones,2007,10,32,0.3125
Junior Harrington,2007,7,26,0.2692307692307692
Justin Reed,2007,0,0,NA
Justin Williams,2007,0,1,0
Juwan Howard,2007,0,0,NA
Keith Bogans,2007,53,137,0.38686131386861317
Keith McLeod,2007,16,45,0.35555555555555557
Kelenna Azubuike,2007,34,79,0.43037974683544306
Kelvin Cato,2007,0,0,NA
Kendrick Perkins,2007,0,3,0
Kenny Thomas,2007,0,1,0
Kenyon Martin,2007,0,1,0
Kevin Garnett,2007,12,56,0.21428571428571427
Kevin Martin,2007,127,333,0.3813813813813814
Kevin Ollie,2007,0,2,0
Kevin Willis,2007,0,0,NA
Kevinn Pinkney,2007,1,2,0.5
Keyon Dooling,2007,31,96,0.3229166666666667
Kirk Hinrich,2007,140,337,0.41543026706231456
Kirk Snyder,2007,11,44,0.25
Kobe Bryant,2007,137,398,0.3442211055276382
Kris Humphries,2007,0,0,NA
Kurt Thomas,2007,0,1,0
Kwame Brown,2007,0,1,0
Kyle Korver,2007,132,307,0.42996742671009774
Kyle Lowry,2007,3,8,0.375
LaMarcus Aldridge,2007,0,2,0
Lamar Odom,2007,54,182,0.2967032967032967
Larry Hughes,2007,74,222,0.3333333333333333
Lawrence Roberts,2007,0,2,0
LeBron James,2007,99,310,0.3193548387096774
Leandro Barbosa,2007,190,438,0.4337899543378995
Leon Powe,2007,0,2,0
Linas Kleiza,2007,83,221,0.3755656108597285
Lindsey Hunter,2007,38,119,0.31932773109243695
Linton Johnson,2007,10,30,0.3333333333333333
Lorenzen Wright,2007,0,0,NA
Lou Amundson,2007,0,0,NA
Lou Williams,2007,12,37,0.32432432432432434
Luke Jackson,2007,5,17,0.29411764705882354
Luke Ridnour,2007,49,139,0.35251798561151076
Luke Schenscher,2007,0,0,NA
Luke Walton,2007,48,124,0.3870967741935484
Luol Deng,2007,1,7,0.14285714285714285
Luther Head,2007,177,401,0.44139650872817954
Lynn Greer,2007,18,52,0.34615384615384615
Maceo Baston,2007,3,7,0.42857142857142855
Malik Allen,2007,0,1,0
Malik Rose,2007,2,8,0.25
Manu Ginobili,2007,128,323,0.39628482972136225
Marc Jackson,2007,0,1,0
Marcus Banks,2007,5,29,0.1724137931034483
Marcus Camby,2007,0,2,0
Marcus Vinicius,2007,3,7,0.42857142857142855
Marcus Williams,2007,46,163,0.2822085889570552
Mardy Collins,2007,13,47,0.2765957446808511
Mark Blount,2007,9,31,0.2903225806451613
Mark Madsen,2007,0,0,NA
Marko Jaric,2007,32,85,0.3764705882352941
Marquis Daniels,2007,6,26,0.23076923076923078
Martell Webster,2007,91,250,0.364
Marvin Williams,2007,11,45,0.24444444444444444
Matt Barnes,2007,106,290,0.36551724137931035
Matt Bonner,2007,36,94,0.3829787234042553
Matt Carroll,2007,111,267,0.4157303370786517
Matt Freije,2007,3,22,0.13636363636363635
Matt Harpring,2007,13,39,0.3333333333333333
Maurice Ager,2007,5,15,0.3333333333333333
Maurice Evans,2007,48,133,0.3609022556390977
Maurice Taylor,2007,0,0,NA
Mehmet Okur,2007,129,336,0.38392857142857145
Melvin Ely,2007,0,0,NA
Metta World Peace,2007,93,260,0.3576923076923077
Michael Doleac,2007,0,1,0
Michael Finley,2007,104,286,0.36363636363636365
Michael Olowokandi,2007,0,0,NA
Michael Redd,2007,117,306,0.38235294117647056
Michael Ruffin,2007,0,0,NA
Mickael Gelabale,2007,11,47,0.23404255319148937
Mickael Pietrus,2007,93,240,0.3875
Mike Bibby,2007,173,481,0.3596673596673597
Mike Dunleavy,2007,70,224,0.3125
Mike Hall,2007,0,0,NA
Mike James,2007,80,215,0.37209302325581395
Mike Miller,2007,202,498,0.40562248995983935
Mike Sweetney,2007,0,0,NA
Mike Wilks,2007,5,15,0.3333333333333333
Mikki Moore,2007,0,1,0
Mile Ilic,2007,0,0,NA
Mo Williams,2007,79,228,0.34649122807017546
Monta Ellis,2007,39,143,0.2727272727272727
Morris Peterson,2007,106,295,0.3593220338983051
Mouhamed Sene,2007,0,0,NA
Nate Robinson,2007,83,213,0.38967136150234744
Nazr Mohammed,2007,0,0,NA
Nenad Krstic,2007,0,1,0
Nene Hilario,2007,0,1,0
Nick Collison,2007,0,2,0
Orien Greene,2007,2,11,0.18181818181818182
Othella Harrington,2007,0,0,NA
P.J. Brown,2007,0,2,0
P.J. Tucker,2007,0,0,NA
Pape Sow,2007,0,0,NA
Pat Burke,2007,6,22,0.2727272727272727
Pat Garrity,2007,11,32,0.34375
Patrick O'Bryant,2007,0,0,NA
Pau Gasol,2007,3,11,0.2727272727272727
Paul Davis,2007,0,0,NA
Paul Millsap,2007,1,3,0.3333333333333333
Paul Pierce,2007,107,275,0.3890909090909091
Peja Stojakovic,2007,34,84,0.40476190476190477
Pops Mensah-Bonsu,2007,0,0,NA
Primoz Brezec,2007,1,3,0.3333333333333333
Quentin Richardson,2007,97,258,0.375968992248062
Quincy Douby,2007,12,50,0.24
Quinton Ross,2007,2,10,0.2
Raef LaFrentz,2007,2,23,0.08695652173913043
Rafael Araujo,2007,0,0,NA
Rafer Alston,2007,192,529,0.3629489603024575
Raja Bell,2007,205,496,0.41330645161290325
Rajon Rondo,2007,6,29,0.20689655172413793
Randolph Morris,2007,0,0,NA
Randy Foye,2007,68,185,0.3675675675675676
Randy Livingston,2007,0,0,NA
Rashad McCants,2007,20,75,0.26666666666666666
Rashard Lewis,2007,151,387,0.39018087855297157
Rasheed Wallace,2007,104,296,0.35135135135135137
Rasho Nesterovic,2007,0,1,0
Rasual Butler,2007,134,363,0.3691460055096419
Rawle Marshall,2007,4,18,0.2222222222222222
Ray Allen,2007,165,443,0.3724604966139955
Raymond Felton,2007,103,312,0.3301282051282051
Reggie Evans,2007,0,0,NA
Renaldo Balkman,2007,5,27,0.18518518518518517
Renaldo Major,2007,0,0,NA
Richard Hamilton,2007,44,129,0.34108527131782945
Richard Jefferson,2007,52,145,0.3586206896551724
Ricky Davis,2007,123,310,0.3967741935483871
Robert Hite,2007,5,23,0.21739130434782608
Robert Horry,2007,50,149,0.33557046979865773
Rodney Carney,2007,25,72,0.3472222222222222
Roger Mason,2007,33,102,0.3235294117647059
Roger Powell,2007,0,1,0
Ronald Dupree,2007,0,0,NA
Ronald Murray,2007,24,83,0.2891566265060241
Ronnie Brewer,2007,0,9,0
Ronnie Price,2007,21,65,0.3230769230769231
Ronny Turiaf,2007,0,1,0
Royal Ivey,2007,5,16,0.3125
Ruben Patterson,2007,3,19,0.15789473684210525
Rudy Gay,2007,52,143,0.36363636363636365
Ryan Gomes,2007,16,42,0.38095238095238093
Ryan Hollins,2007,0,0,NA
Salim Stoudamire,2007,56,155,0.36129032258064514
Sam Cassell,2007,32,109,0.29357798165137616
Samuel Dalembert,2007,0,2,0
Sarunas Jasikevicius,2007,44,130,0.3384615384615385
Sasha Pavlovic,2007,60,148,0.40540540540540543
Sasha Vujacic,2007,60,161,0.37267080745341613
Scot Pollard,2007,0,0,NA
Scott Padgett,2007,8,33,0.24242424242424243
Sean Marks,2007,0,1,0
Sean May,2007,2,3,0.6666666666666666
Sebastian Telfair,2007,37,128,0.2890625
Sergio Rodriguez,2007,24,85,0.2823529411764706
Shammond Williams,2007,20,50,0.4
Shane Battier,2007,157,373,0.42091152815013405
Shannon Brown,2007,7,25,0.28
Shaquille O'Neal*,2007,0,0,NA
Shareef Abdur-Rahim,2007,3,20,0.15
Shaun Livingston,2007,5,16,0.3125
Shavlik Randolph,2007,0,0,NA
Shawn Marion,2007,80,252,0.31746031746031744
Shawne Williams,2007,19,52,0.36538461538461536
Shelden Williams,2007,2,4,0.5
Smush Parker,2007,110,301,0.3654485049833887
Solomon Jones,2007,0,1,0
Speedy Claxton,2007,6,28,0.21428571428571427
Stanislav Medvedenko,2007,1,2,0.5
Stephen Graham,2007,3,11,0.2727272727272727
Stephen Jackson,2007,100,311,0.3215434083601286
Stephon Marbury,2007,123,345,0.3565217391304348
Steve Blake,2007,67,208,0.32211538461538464
Steve Francis,2007,42,111,0.3783783783783784
Steve Nash,2007,156,343,0.45481049562682213
Steve Novak,2007,13,39,0.3333333333333333
Steven Hunter,2007,0,0,NA
Steven Smith,2007,0,0,NA
Stromile Swift,2007,0,5,0
T.J. Ford,2007,21,69,0.30434782608695654
Tarence Kinsey,2007,13,46,0.2826086956521739
Tayshaun Prince,2007,81,210,0.38571428571428573
Thabo Sefolosha,2007,15,42,0.35714285714285715
Theo Ratliff,2007,0,0,NA
Tim Duncan,2007,1,9,0.1111111111111111
Tim Thomas,2007,136,356,0.38202247191011235
Tony Allen,2007,8,33,0.24242424242424243
Tony Battie,2007,0,1,0
Tony Parker,2007,15,38,0.39473684210526316
Tracy McGrady,2007,126,381,0.33070866141732286
Travis Diener,2007,18,50,0.36
Travis Outlaw,2007,10,37,0.2702702702702703
Trenton Hassell,2007,6,25,0.24
Trevor Ariza,2007,0,7,0
Troy Hudson,2007,28,80,0.35
Troy Murphy,2007,58,147,0.3945578231292517
Tyronn Lue,2007,56,161,0.34782608695652173
Tyrus Thomas,2007,0,2,0
Tyson Chandler,2007,0,1,0
Udonis Haslem,2007,0,4,0
Uros Slokar,2007,1,2,0.5
Vassilis Spanoulis,2007,5,29,0.1724137931034483
Viktor Khryapa,2007,0,6,0
Vince Carter,2007,156,437,0.35697940503432496
Vitaly Potapenko,2007,0,0,NA
Vladimir Radmanovic,2007,40,118,0.3389830508474576
Von Wafer,2007,0,1,0
Wally Szczerbiak,2007,44,106,0.41509433962264153
Walter Herrmann,2007,53,115,0.4608695652173913
Wayne Simien,2007,0,0,NA
Will Blalock,2007,1,5,0.2
Will Conroy,2007,0,0,NA
Willie Green,2007,51,157,0.3248407643312102
Yakhouba Diawara,2007,49,170,0.28823529411764703
Yao Ming*,2007,0,2,0
Yaroslav Korolev,2007,1,5,0.2
Zach Randolph,2007,14,48,0.2916666666666667
Zaza Pachulia,2007,0,1,0
Zydrunas Ilgauskas,2007,0,1,0
Aaron Brooks,2008,36,109,0.3302752293577982
Aaron Gray,2008,0,1,0
Aaron Williams,2008,0,0,NA
Acie Law,2008,7,34,0.20588235294117646
Adonal Foyle,2008,0,0,NA
Adrian Griffin,2008,0,0,NA
Al Harrington,2008,153,408,0.375
Al Horford,2008,0,5,0
Al Jefferson,2008,0,5,0
Al Thornton,2008,43,130,0.33076923076923076
Alando Tucker,2008,1,4,0.25
Alexander Johnson,2008,0,0,NA
Allen Iverson*,2008,95,275,0.34545454545454546
Alonzo Mourning*,2008,0,0,NA
Amar'e Stoudemire,2008,5,31,0.16129032258064516
Amir Johnson,2008,0,0,NA
Anderson Varejao,2008,0,2,0
Andray Blatche,2008,3,13,0.23076923076923078
Andre Barrett,2008,1,3,0.3333333333333333
Andre Brown,2008,0,0,NA
Andre Iguodala,2008,101,307,0.3289902280130293
Andre Miller,2008,3,34,0.08823529411764706
Andre Owens,2008,18,40,0.45
Andrea Bargnani,2008,90,261,0.3448275862068966
Andrei Kirilenko,2008,44,116,0.3793103448275862
Andres Nocioni,2008,126,346,0.36416184971098264
Andrew Bogut,2008,0,7,0
Andrew Bynum,2008,0,0,NA
Andris Biedrins,2008,0,0,NA
Anfernee Hardaway,2008,8,19,0.42105263157894735
Antawn Jamison,2008,120,354,0.3389830508474576
Anthony Carter,2008,45,129,0.3488372093023256
Anthony Johnson,2008,42,93,0.45161290322580644
Anthony Parker,2008,133,304,0.4375
Antoine Walker,2008,61,188,0.324468085106383
Antoine Wright,2008,32,110,0.2909090909090909
Antonio Daniels,2008,17,74,0.22972972972972974
Antonio McDyess,2008,0,2,0
Arron Afflalo,2008,10,48,0.20833333333333334
Austin Croshere,2008,22,61,0.36065573770491804
Awvee Storey,2008,0,7,0
Baron Davis,2008,173,525,0.3295238095238095
Ben Gordon,2008,142,346,0.41040462427745666
Ben Wallace,2008,0,4,0
Beno Udrih,2008,53,137,0.38686131386861317
Billy Thomas,2008,4,16,0.25
Blake Ahearn,2008,10,34,0.29411764705882354
Bo Outlaw,2008,0,0,NA
Bobby Jackson,2008,81,226,0.3584070796460177
Bobby Jones,2008,18,53,0.33962264150943394
Bobby Simmons,2008,60,171,0.3508771929824561
Bonzi Wells,2008,12,50,0.24
Boris Diaw,2008,13,41,0.3170731707317073
Bostjan Nachbar,2008,94,262,0.35877862595419846
Brad Miller,2008,28,90,0.3111111111111111
Brandan Wright,2008,0,0,NA
Brandon Bass,2008,0,4,0
Brandon Roy,2008,73,215,0.3395348837209302
Brendan Haywood,2008,0,0,NA
Brent Barry,2008,48,112,0.42857142857142855
Brevin Knight,2008,0,6,0
Brian Cardinal,2008,25,81,0.30864197530864196
Brian Cook,2008,43,115,0.3739130434782609
Brian Scalabrine,2008,15,46,0.32608695652173914
Brian Skinner,2008,2,3,0.6666666666666666
Bruce Bowen,2008,90,215,0.4186046511627907
C.J. Miles,2008,30,77,0.38961038961038963
C.J. Watson,2008,9,26,0.34615384615384615
Calvin Booth,2008,0,0,NA
Carl Landry,2008,0,1,0
Carlos Arroyo,2008,29,84,0.34523809523809523
Carlos Boozer,2008,0,1,0
Carlos Delfino,2008,120,314,0.3821656050955414
Carmelo Anthony,2008,58,164,0.35365853658536583
Caron Butler,2008,66,185,0.3567567567567568
Casey Jacobsen,2008,16,72,0.2222222222222222
Cedric Simmons,2008,0,0,NA
Channing Frye,2008,3,10,0.3
Charlie Bell,2008,74,217,0.34101382488479265
Charlie Villanueva,2008,55,185,0.2972972972972973
Chauncey Billups,2008,137,342,0.40058479532163743
Cheikh Samb,2008,0,0,NA
Chris Andersen,2008,0,0,NA
Chris Bosh,2008,10,25,0.4
Chris Duhon,2008,54,155,0.34838709677419355
Chris Kaman,2008,0,4,0
Chris Mihm,2008,0,0,NA
Chris Paul,2008,92,249,0.36947791164658633
Chris Quinn,2008,64,159,0.4025157232704403
Chris Richard,2008,0,0,NA
Chris Webber,2008,0,0,NA
Chris Wilcox,2008,0,3,0
Chuck Hayes,2008,0,3,0
Chucky Atkins,2008,25,79,0.31645569620253167
Coby Karl,2008,4,13,0.3076923076923077
Corey Brewer,2008,7,36,0.19444444444444445
Corey Maggette,2008,78,203,0.3842364532019704
Courtney Sims,2008,0,0,NA
Craig Smith,2008,0,9,0
Cuttino Mobley,2008,67,192,0.3489583333333333
D.J. Strawberry,2008,6,25,0.24
Daequan Cook,2008,79,238,0.3319327731092437
Dahntay Jones,2008,1,6,0.16666666666666666
Damien Wilkins,2008,50,155,0.3225806451612903
Damon Jones,2008,115,276,0.4166666666666667
Damon Stoudamire,2008,50,149,0.33557046979865773
Dan Dickau,2008,36,108,0.3333333333333333
Dan Gadzuric,2008,0,1,0
Daniel Gibson,2008,118,268,0.44029850746268656
Danny Granger,2008,171,423,0.40425531914893614
Darius Songaila,2008,0,2,0
Darius Washington,2008,4,12,0.3333333333333333
Darko Milicic,2008,0,1,0
Darrell Armstrong,2008,23,69,0.3333333333333333
Darrick Martin,2008,2,16,0.125
Darryl Watkins,2008,0,0,NA
David Harrison,2008,0,0,NA
David Lee,2008,0,2,0
David West,2008,6,25,0.24
DeSagana Diop,2008,0,0,NA
DeShawn Stevenson,2008,158,413,0.38256658595641646
Delonte West,2008,48,135,0.35555555555555557
Demetris Nichols,2008,3,13,0.23076923076923078
DerMarr Johnson,2008,3,9,0.3333333333333333
Derek Anderson,2008,19,52,0.36538461538461536
Derek Fisher,2008,112,276,0.4057971014492754
Deron Williams,2008,83,210,0.3952380952380952
Desmond Mason,2008,0,0,NA
Devean George,2008,22,68,0.3235294117647059
Devin Brown,2008,45,146,0.3082191780821918
Devin Harris,2008,56,167,0.33532934131736525
Didier Ilunga-Mbenga,2008,0,0,NA
Dikembe Mutombo*,2008,0,0,NA
Dirk Nowitzki,2008,79,220,0.35909090909090907
Dominic McGuire,2008,1,6,0.16666666666666666
Donyell Marshall,2008,15,53,0.2830188679245283
Dorell Wright,2008,4,11,0.36363636363636365
Drew Gooden,2008,0,6,0
Dwayne Jones,2008,0,1,0
Dwight Howard,2008,0,4,0
Dwyane Wade,2008,22,77,0.2857142857142857
Earl Barron,2008,1,13,0.07692307692307693
Earl Boykins,2008,14,44,0.3181818181818182
Earl Watson,2008,49,132,0.3712121212121212
Eddie Gill,2008,5,15,0.3333333333333333
Eddie House,2008,117,298,0.3926174496644295
Eddie Jones,2008,34,116,0.29310344827586204
Eddy Curry,2008,0,0,NA
Eduardo Najera,2008,53,147,0.36054421768707484
Elton Brand,2008,0,0,NA
Emeka Okafor,2008,0,0,NA
Eric Piatkowski,2008,11,26,0.4230769230769231
Eric Snow,2008,0,2,0
Erick Dampier,2008,0,0,NA
Fabricio Oberto,2008,0,1,0
Francisco Elson,2008,0,1,0
Francisco Garcia,2008,113,289,0.39100346020761245
Fred Jones,2008,74,192,0.3854166666666667
Gabe Pruitt,2008,3,12,0.25
Gerald Green,2008,15,39,0.38461538461538464
Gerald Wallace,2008,71,221,0.3212669683257919
Gilbert Arenas,2008,22,78,0.28205128205128205
Glen Davis,2008,0,0,NA
Gordan Giricek,2008,36,99,0.36363636363636365
Grant Hill,2008,33,104,0.3173076923076923
Greg Buckner,2008,15,50,0.3
Guillermo Diaz,2008,0,1,0
Hakim Warrick,2008,13,48,0.2708333333333333
Hedo Turkoglu,2008,166,415,0.4
Hilton Armstrong,2008,0,0,NA
Ian Mahinmi,2008,0,0,NA
Ike Diogu,2008,0,0,NA
Ime Udoka,2008,61,165,0.3696969696969697
Ira Newble,2008,16,49,0.32653061224489793
J.J. Barea,2008,21,54,0.3888888888888889
J.J. Redick,2008,17,43,0.3953488372093023
J.R. Smith,2008,157,390,0.4025641025641026
Jacque Vaughn,2008,3,10,0.3
Jake Voskuhl,2008,0,0,NA
Jamaal Magloire,2008,0,0,NA
Jamaal Tinsley,2008,40,141,0.28368794326241137
Jamal Crawford,2008,176,494,0.3562753036437247
Jamario Moon,2008,40,122,0.32786885245901637
Jameer Nelson,2008,64,154,0.4155844155844156
James Augustine,2008,0,0,NA
James Jones,2008,91,205,0.44390243902439025
James Posey,2008,106,279,0.37992831541218636
Jannero Pargo,2008,65,186,0.34946236559139787
Jared Dudley,2008,9,41,0.21951219512195122
Jared Jeffries,2008,4,25,0.16
Jarrett Jack,2008,65,190,0.34210526315789475
Jarron Collins,2008,0,1,0
Jarvis Hayes,2008,73,194,0.37628865979381443
Jason Collins,2008,0,1,0
Jason Hart,2008,11,31,0.3548387096774194
Jason Kapono,2008,57,118,0.4830508474576271
Jason Kidd,2008,119,312,0.3814102564102564
Jason Maxiell,2008,0,1,0
Jason Richardson,2008,243,599,0.4056761268781302
Jason Smith,2008,4,14,0.2857142857142857
Jason Terry,2008,136,363,0.3746556473829201
Jason Williams,2008,97,275,0.3527272727272727
Javaris Crittenton,2008,10,37,0.2702702702702703
Jeff Foster,2008,0,3,0
Jeff Green,2008,21,76,0.27631578947368424
Jeff McInnis,2008,3,19,0.15789473684210525
Jelani McCoy,2008,0,0,NA
Jeremy Richardson,2008,7,19,0.3684210526315789
Jermaine O'Neal,2008,0,5,0
Jermareo Davidson,2008,0,0,NA
Jerome James,2008,0,0,NA
Jerry Stackhouse,2008,60,184,0.32608695652173914
Joakim Noah,2008,0,1,0
Joe Johnson,2008,169,444,0.38063063063063063
Joe Smith,2008,0,3,0
Joel Anthony,2008,0,0,NA
Joel Przybilla,2008,0,1,0
Joey Graham,2008,2,3,0.6666666666666666
Johan Petro,2008,0,1,0
John Salmons,2008,39,120,0.325
Jordan Farmar,2008,114,307,0.3713355048859935
Jorge Garbajosa,2008,6,16,0.375
Jose Calderon,2008,79,184,0.42934782608695654
Josh Boone,2008,0,0,NA
Josh Childress,2008,22,60,0.36666666666666664
Josh Howard,2008,67,210,0.319047619047619
Josh McRoberts,2008,0,1,0
Josh Powell,2008,0,3,0
Josh Smith,2008,25,99,0.25252525252525254
Juan Carlos Navarro,2008,156,432,0.3611111111111111
Juan Dixon,2008,30,72,0.4166666666666667
Julian Wright,2008,10,24,0.4166666666666667
Justin Williams,2008,0,0,NA
Juwan Howard,2008,0,0,NA
Kaniel Dickens,2008,0,0,NA
Kareem Rush,2008,102,262,0.3893129770992366
Kasib Powell,2008,8,33,0.24242424242424243
Keith Bogans,2008,148,409,0.36185819070904646
Keith Langford,2008,0,0,NA
Kelenna Azubuike,2008,71,195,0.3641025641025641
Kendrick Perkins,2008,0,1,0
Kenny Thomas,2008,0,0,NA
Kenyon Martin,2008,2,11,0.18181818181818182
Kevin Durant,2008,59,205,0.28780487804878047
Kevin Garnett,2008,0,11,0
Kevin Martin,2008,107,266,0.40225563909774437
Kevin Ollie,2008,0,1,0
Keyon Dooling,2008,22,65,0.3384615384615385
Kirk Hinrich,2008,84,240,0.35
Kirk Snyder,2008,5,23,0.21739130434782608
Kobe Bryant,2008,150,415,0.3614457831325301
Kosta Perovic,2008,0,0,NA
Kris Humphries,2008,0,2,0
Kurt Thomas,2008,0,1,0
Kwame Brown,2008,0,0,NA
Kyle Korver,2008,111,296,0.375
Kyle Lowry,2008,36,140,0.2571428571428571
Kyrylo Fesenko,2008,0,0,NA
LaMarcus Aldridge,2008,1,7,0.14285714285714285
Lamar Odom,2008,31,113,0.2743362831858407
Lance Allred,2008,0,0,NA
Larry Hughes,2008,67,194,0.34536082474226804
LeBron James,2008,113,359,0.3147632311977716
Leandro Barbosa,2008,164,422,0.3886255924170616
Leon Powe,2008,0,1,0
Linas Kleiza,2008,94,277,0.33935018050541516
Lindsey Hunter,2008,7,26,0.2692307692307692
Linton Johnson,2008,1,3,0.3333333333333333
Loren Woods,2008,0,0,NA
Lorenzen Wright,2008,0,0,NA
Lou Amundson,2008,0,0,NA
Lou Williams,2008,55,153,0.35947712418300654
Luis Scola,2008,0,3,0
Luke Jackson,2008,11,30,0.36666666666666664
Luke Ridnour,2008,21,71,0.29577464788732394
Luke Walton,2008,28,84,0.3333333333333333
Luol Deng,2008,8,22,0.36363636363636365
Luther Head,2008,79,225,0.3511111111111111
Maceo Baston,2008,0,0,NA
Malik Allen,2008,1,2,0.5
Malik Rose,2008,2,7,0.2857142857142857
Manu Ginobili,2008,156,389,0.40102827763496146
Marcin Gortat,2008,0,0,NA
Marco Belinelli,2008,16,41,0.3902439024390244
Marcus Banks,2008,40,102,0.39215686274509803
Marcus Camby,2008,6,20,0.3
Marcus Vinicius,2008,5,12,0.4166666666666667
Marcus Williams,2008,54,142,0.38028169014084506
Mardy Collins,2008,8,32,0.25
Mario West,2008,0,4,0
Mark Blount,2008,17,44,0.38636363636363635
Mark Madsen,2008,0,0,NA
Marko Jaric,2008,46,127,0.36220472440944884
Marquis Daniels,2008,27,102,0.2647058823529412
Martell Webster,2008,123,317,0.38801261829652994
Marvin Williams,2008,1,10,0.1
Matt Barnes,2008,53,181,0.292817679558011
Matt Bonner,2008,46,137,0.3357664233576642
Matt Carroll,2008,105,241,0.43568464730290457
Matt Harpring,2008,2,10,0.2
Maurice Ager,2008,3,19,0.15789473684210525
Maurice Evans,2008,81,209,0.3875598086124402
Mehmet Okur,2008,114,294,0.3877551020408163
Melvin Ely,2008,0,0,NA
Metta World Peace,2008,84,221,0.38009049773755654
Michael Doleac,2008,0,0,NA
Michael Finley,2008,132,357,0.3697478991596639
Michael Redd,2008,130,359,0.362116991643454
Michael Ruffin,2008,0,0,NA
Mickael Gelabale,2008,16,37,0.43243243243243246
Mickael Pietrus,2008,66,183,0.36065573770491804
Mike Bibby,2008,93,248,0.375
Mike Conley,2008,30,91,0.32967032967032966
Mike Dunleavy,2008,165,389,0.4241645244215938
Mike Harris,2008,0,2,0
Mike James,2008,31,97,0.31958762886597936
Mike Miller,2008,155,359,0.43175487465181056
Mike Wilks,2008,3,8,0.375
Mikki Moore,2008,0,2,0
Mo Williams,2008,89,231,0.3852813852813853
Monta Ellis,2008,12,52,0.23076923076923078
Morris Almond,2008,1,4,0.25
Morris Peterson,2008,113,287,0.39372822299651566
Mouhamed Sene,2008,0,0,NA
Nate Robinson,2008,97,292,0.3321917808219178
Nazr Mohammed,2008,0,1,0
Nenad Krstic,2008,0,2,0
Nene Hilario,2008,0,1,0
Nick Collison,2008,0,2,0
Nick Fazekas,2008,0,2,0
Nick Young,2008,40,100,0.4
Oleksiy Pecherov,2008,17,60,0.2833333333333333
